Id,SalePrice
1461,119361.85721712232
1462,157689.69782867338
1463,177866.62194213414
1464,202702.38615913354
1465,193777.24592981327
1466,186229.48247094994
1467,200212.54734839345
1468,175121.96191582087
1469,206895.06240173246
1470,115018.63857100272
1471,204170.09561746853
1472,119945.06239759074
1473,101370.56936114756
1474,151292.70841623103
1475,117266.31233035252
1476,315634.3714031779
1477,247009.38745310562
1478,291530.69186619646
1479,273227.37385373097
1480,404715.4153705797
1481,294905.7974248183
1482,216133.90142487845
1483,181344.9809252827
1484,173041.53743416228
1485,202212.8694445002
1486,212589.9236886932
1487,290495.07187358354
1488,257228.52485528885
1489,183187.75692890916
1490,230745.27992291306
1491,216025.80297010049
1492,91422.19658590615
1493,222986.90980458228
1494,294311.9927883877
1495,279311.1218415772
1496,221226.84161769453
1497,168799.11506266397
1498,155250.3337215724
1499,161604.9154120714
1500,154226.28374829993
1501,201187.89626270987
1502,140410.03132757734
1503,279442.7434546564
1504,248508.78106432926
1505,224618.66676731082
1506,209078.15124538846
1507,254648.57956550262
1508,212390.52082029858
1509,157722.06924619226
1510,147584.3788371574
1511,147560.2597460077
1512,191652.40015131223
1513,171362.73284885092
1514,156543.04106546956
1515,231019.8591757724
1516,176141.92536270194
1517,176917.0573265011
1518,125453.22170146796
1519,246660.14724651535
1520,131565.78351553666
1521,125529.65108857426
1522,204712.35396416855
1523,89542.84420173446
1524,116591.87267768836
1525,103688.5835898159
1526,92515.90820794414
1527,95513.48276602139
1528,157805.74644129648
1529,128540.57776888451
1530,238571.12135100673
1531,155963.9691630431
1532,109845.65748001022
1533,150545.15067253704
1534,132704.14899510282
1535,161381.44608273654
1536,108827.39084373708
1537,30661.64612770897
1538,190555.90074745094
1539,235896.09627593646
1540,113528.66986929192
1541,158808.36180818392
1542,143051.8068237725
1543,199665.5808454862
1544,77814.01228327243
1545,136943.6525505518
1546,139396.71614537286
1547,147974.3948830071
1548,143018.8711518478
1549,126707.81728012726
1550,127887.2320607041
1551,133739.11684371583
1552,137153.19280674175
1553,162357.4700617616
1554,128169.0837446051
1555,173425.85920974103
1556,82134.06830745746
1557,89591.77602187771
1558,94791.77250729682
1559,72621.47701877699
1560,129864.48051724775
1561,127429.59761821819
1562,119764.46168456084
1563,119332.49394617102
1564,152623.35712845201
1565,138938.5890127853
1566,249520.369389351
1567,61918.2170391857
1568,233054.5244861325
1569,101161.2596415042
1570,149144.94657862262
1571,117239.31772429567
1572,142793.07027807797
1573,256694.01477845164
1574,121545.56115464933
1575,243235.25180715637
1576,250783.59644380206
1577,198638.1519174597
1578,152846.2154300058
1579,134967.93177775308
1580,212255.39246332526
1581,148476.92145349892
1582,124165.53877385575
1583,307245.5104982801
1584,233396.11937111442
1585,154033.6943392188
1586,50706.01542346752
1587,100686.79858686693
1588,151694.4637761632
1589,103991.32603400493
1590,136140.0265053095
1591,67870.77382374297
1592,135166.94765008445
1593,138065.2961025746
1594,135011.90732062864
1595,120082.08693563155
1596,227006.58142442512
1597,183910.91989606863
1598,211181.61648324935
1599,195823.99074483107
1600,183595.69337129127
1601,29852.37561461673
1602,125014.66783030437
1603,60845.935283944775
1604,255325.87710640026
1605,263984.20810079295
1606,177871.36355355394
1607,177332.1849944083
1608,223547.76785281068
1609,197171.36353651222
1610,157394.9641462647
1611,163302.32384080222
1612,167392.92627229978
1613,174988.42925484607
1614,129470.99533885892
1615,64290.16270556812
1616,44063.435343054814
1617,66800.78964577982
1618,112861.0992891319
1619,152838.25836155313
1620,181859.6739449596
1621,137167.97747176807
1622,136349.64332759863
1623,264855.4890335776
1624,215291.0292781641
1625,122744.85422762702
1626,198545.94977573233
1627,197004.79896877467
1628,285760.40845655586
1629,197620.7643175843
1630,324651.2517218164
1631,215510.36210867236
1632,235189.6517533146
1633,190597.74472751044
1634,198896.3012183933
1635,190992.8226182961
1636,166462.61754029628
1637,203701.92608140057
1638,228129.94918383297
1639,208184.03063346265
1640,278220.447143899
1641,204430.0279010253
1642,230072.2308473593
1643,230902.78965094715
1644,236353.5154340173
1645,237935.3490380109
1646,180376.17421548854
1647,174918.35498636283
1648,135837.8604017591
1649,138554.6569018718
1650,116512.02114333831
1651,111952.87556528673
1652,125389.78230617731
1653,125216.70451735817
1654,154185.85519256166
1655,149459.15538525855
1656,143026.57200560506
1657,157628.4583832124
1658,146193.75374110372
1659,134485.8438501861
1660,147121.56002420705
1661,381585.4048652283
1662,331463.2254964291
1663,326396.8199868164
1664,422613.13726077037
1665,287010.0864499534
1666,292604.3410175495
1667,317903.1981433845
1668,306717.0902348094
1669,289943.04908729036
1670,308780.5994457052
1671,270479.4265323352
1672,386923.58174708544
1673,291714.51761257835
1674,257012.5026605426
1675,192909.782905131
1676,198925.48358586637
1677,218853.6387390581
1678,401207.7434222677
1679,327135.6254752032
1680,287101.41151741456
1681,250210.24498166196
1682,290462.7298750173
1683,197001.43854881567
1684,205623.89716270362
1685,182591.77088050125
1686,176904.69572308817
1687,182610.3611735986
1688,213779.03559863596
1689,211467.5784948954
1690,217231.86412160966
1691,204143.64622338695
1692,267289.6439116106
1693,183731.61905484987
1694,196938.897048016
1695,184271.82266021258
1696,282681.79918066226
1697,188700.9142322975
1698,328584.17761799245
1699,304733.5841994484
1700,257399.86439667764
1701,286502.6678937202
1702,256932.88638103282
1703,259848.3837132737
1704,279812.4130695233
1705,241659.67822319703
1706,373819.89071765996
1707,200306.0302387655
1708,206869.56098650693
1709,264901.3089881172
1710,234443.1319823044
1711,269673.1799211952
1712,263212.9177084813
1713,263548.50936887384
1714,224303.50473315493
1715,207363.9811770791
1716,184870.2921026331
1717,190154.95885827806
1718,130828.67989823942
1719,217546.00810449471
1720,246355.7255577935
1721,183414.21520062114
1722,121760.91675899549
1723,165984.40677026898
1724,223921.92147015154
1725,245118.26458625722
1726,189359.07552443165
1727,153968.16916434187
1728,196857.9631557455
1729,174244.93239582944
1730,172533.73118294857
1731,119109.93002082789
1732,120549.41051311987
1733,111576.73337247391
1734,114741.56085245451
1735,132197.42987783288
1736,107698.20045889169
1737,332052.0630895344
1738,249519.29952541238
1739,278296.65315513505
1740,197245.47146043167
1741,187611.0466684109
1742,178775.77763864072
1743,183537.69000166183
1744,306233.04479049676
1745,224822.01203626383
1746,228034.46597979535
1747,232564.3020779512
1748,237175.04716890465
1749,162625.35731485666
1750,155860.49499204542
1751,262906.2537574084
1752,115288.3774757548
1753,157099.38430384177
1754,236063.17545094874
1755,177822.68803024775
1756,139976.22496838402
1757,102358.42469714253
1758,153184.98992857063
1759,185904.5805426907
1760,171162.9940695601
1761,164253.88070953713
1762,177654.04360453028
1763,175512.06573872967
1764,113292.83465938266
1765,200041.6353641961
1766,206045.0196236885
1767,252860.55080528388
1768,147786.2538049183
1769,186007.471431209
1770,161727.22385601292
1771,119965.80476021505
1772,132392.5467070877
1773,115356.08908910074
1774,157880.74753687374
1775,147254.91364696148
1776,136452.92732787688
1777,101091.40355999915
1778,144375.02108610142
1779,124195.5570058325
1780,195591.25508570013
1781,122753.35461405403
1782,53382.01822223289
1783,137838.11297375456
1784,92562.96156474363
1785,115575.03643260396
1786,148212.1518298594
1787,174434.6909748626
1788,15566.396259041983
1789,101935.01436360867
