Id,SalePrice
1461,122440.04857584863
1462,160515.55941892965
1463,190478.47628279333
1464,210971.5042341606
1465,191952.29306489043
1466,188181.43743502034
1467,213206.9188878072
1468,179229.2454600763
1469,206568.65862663105
1470,129847.69084375055
1471,217080.46918343173
1472,119543.15074825964
1473,108276.98567738441
1474,166092.98378558163
1475,121000.78851251851
1476,296745.97312525735
1477,230569.13791851822
1478,264794.35392560554
1479,258806.80744153273
1480,379577.02711554174
1481,283043.10061099194
1482,208993.6487658723
1483,175792.18476378746
1484,175856.4110904329
1485,198120.26089858994
1486,212652.76988251222
1487,279897.02279295
1488,245798.32293128507
1489,178804.39709114152
1490,244648.10223236892
1491,210932.9801339232
1492,89046.33427365693
1493,194185.6144577178
1494,249029.22954524367
1495,275962.0969752072
1496,237573.5009182503
1497,173505.0398669377
1498,159915.909676295
1499,169119.0120590057
1500,164153.96705671132
1501,188098.6725286482
1502,142365.76531108524
1503,282332.9033258976
1504,247635.67941381215
1505,229435.06281061383
1506,213063.62386237035
1507,268187.7549603714
1508,213923.0949199985
1509,160384.28188643418
1510,153893.68394785575
1511,158812.80396484147
1512,199943.8109080846
1513,167279.5585552378
1514,166327.2335813831
1515,234849.80159258787
1516,160367.67146057903
1517,180938.06475604206
1518,129891.10219111462
1519,245918.03570842213
1520,136423.34121513128
1521,133608.52070545143
1522,198323.9178710634
1523,100688.71180053276
1524,124677.94928848126
1525,107323.37702900857
1526,96157.07986298448
1527,100388.23574000294
1528,159405.20420280343
1529,129199.49928627719
1530,233183.3781592781
1531,145981.57932213135
1532,121324.21665184935
1533,131544.4376530913
1534,134791.6673499846
1535,172613.1693660551
1536,111471.78047487237
1537,39458.64609212088
1538,178428.4776759735
1539,221344.98475477664
1540,104995.76872526696
1541,158323.45830951026
1542,158647.21489771994
1543,197690.4947097825
1544,91377.70505415453
1545,144306.89533750532
1546,142285.73108578724
1547,148180.19680889943
1548,151434.6212409555
1549,136410.08451556804
1550,137369.62571820043
1551,140976.94268170034
1552,145489.82308567403
1553,158786.16139391277
1554,131292.73247467587
1555,175469.51412894763
